iter	Logloss
222	0.1870962918
223	0.1864464309
224	0.185872843
225	0.1852246379
226	0.1848434826
227	0.1844042684
228	0.1839812981
229	0.1836354182
230	0.1832508884
231	0.1826748691
232	0.1819997934
233	0.1815798833
234	0.1811396421
235	0.1807307568
236	0.1803919824
237	0.1800193367
238	0.1797724504
239	0.1793949001
240	0.1790044177
241	0.1787750118
242	0.1785299909
243	0.1782093258
244	0.177807525
245	0.1772941338
246	0.1768925426
247	0.1763076782
248	0.1757968651
249	0.1752393429
250	0.1747254382
251	0.1744936639
252	0.1741058748
253	0.1737537803
254	0.1734132872
255	0.172892036
256	0.1724015435
257	0.1719706818
258	0.1716185559
259	0.1713737865
260	0.171123557
261	0.1708570313
262	0.1703126719
263	0.1699185633
264	0.1697736782
265	0.1694486849
266	0.1690631908
267	0.1689603512
268	0.1685393826
269	0.1682613289
270	0.1681005771
271	0.1676445217
272	0.1671759532
273	0.1668785535
274	0.1666292253
275	0.1663497254
276	0.1661159075
277	0.1655414393
278	0.1651545095
279	0.1648231024
280	0.1644504987
281	0.1641703805
282	0.1638712831
283	0.1631966371
284	0.1628594241
285	0.1626266438
286	0.1622036001
287	0.1618917905
288	0.1614278647
289	0.1610117483
290	0.1607836629
291	0.1603295253
292	0.1600345884
293	0.1595948712
294	0.1593248556
295	0.1589058258
296	0.1587013203
297	0.1584583744
298	0.1582650824
299	0.1578609026
300	0.1575431614
301	0.1570676028
302	0.1567984885
303	0.1564958803
304	0.156217072
305	0.156060921
306	0.1557609432
307	0.1555840419
308	0.1551534003
309	0.1548860571
310	0.1543687464
311	0.1540692193
312	0.1537360307
313	0.153416141
314	0.15317221
315	0.1529665727
316	0.1525926485
317	0.152392859
318	0.1520913721
319	0.1518497886
320	0.1515966143
321	0.1513596943
322	0.150961813
323	0.1505565748
324	0.150303149
325	0.1500990522
326	0.1497195108
327	0.1494163471
328	0.1491051873
329	0.1487254153
330	0.1485197256
331	0.1482666665
332	0.1479253664
333	0.147756325
334	0.1475697402
335	0.1472931747
336	0.1470515492
337	0.1468614536
338	0.1465330019
339	0.14642116
340	0.1460993945
341	0.145788591
342	0.1455861605
343	0.1452750531
344	0.1451432574
345	0.1448539692
346	0.1447088849
347	0.1445935637
348	0.1443217875
349	0.1441031865
350	0.1437701026
351	0.1435358655
352	0.1433406872
353	0.1431163956
354	0.1428964217
355	0.142624352
356	0.1423008678
357	0.1421048091
358	0.1418586982
359	0.1414584066
360	0.1412146537
361	0.1407949322
362	0.1405714685
363	0.1403763949
364	0.140203958
365	0.1400180859
366	0.1398695642
367	0.1395287357
368	0.1393787049
369	0.139098639
370	0.1388987237
371	0.13839008
372	0.1382648866
373	0.1380881844
374	0.1377902503
375	0.1376474401
376	0.1374492331
377	0.1373122813
378	0.1371570419
379	0.1369719558
380	0.1365470677
381	0.1361579581
382	0.1360001512
383	0.1357892215
384	0.1354487807
385	0.1351039593
386	0.1348901162
387	0.1347355057
388	0.1345389754
389	0.1343060902
390	0.1340308556
391	0.1338889153
392	0.1335210276
393	0.133325996
394	0.1331555084
395	0.1330324739
396	0.1328018943
397	0.1326614527
398	0.1323764927
399	0.1322118738
400	0.1318663084
401	0.1317624941
402	0.1314933588
403	0.1313113537
404	0.1309803973
405	0.1305828828
406	0.1303525338
407	0.1302624378
408	0.1300211267
409	0.1298140222
410	0.1295691899
411	0.1291574017
412	0.1289605361
413	0.1288648228
414	0.1287950788
415	0.1286530547
416	0.1285365388
417	0.1283319285
418	0.1281000808
419	0.127842704
420	0.1274755394
421	0.1272019816
422	0.1270253632
423	0.1268365671
424	0.1266760459
425	0.1264034208
426	0.1262940732
427	0.1261010222
428	0.1259146785
429	0.1255893498
430	0.1253832828
431	0.1250471912
432	0.1247003157
433	0.124570616
434	0.1242014078
435	0.1240569104
436	0.1239574139
437	0.1237406259
438	0.1235324524
439	0.1233999651
440	0.1232540214
441	0.1230685161
442	0.1228921387
443	0.1226769961
444	0.122495232
445	0.1222603766
446	0.1221141606
447	0.1219607762
448	0.1216946172
449	0.1215700841
450	0.1212626237
451	0.1210191643
452	0.12091142
453	0.1208147321
454	0.1206037815
455	0.1204047151
456	0.1202840595
457	0.1201539721
458	0.119950305
459	0.119824944
460	0.119741073
461	0.1195727443
462	0.119517253
463	0.1192464304
464	0.119023627
465	0.1188197712
466	0.118595815
467	0.1184812692
468	0.1182773716
469	0.1180680034
470	0.1177505242
471	0.1176762004
472	0.1174545078
473	0.1170512818
474	0.1168780274
475	0.1167422913
476	0.1166407721
477	0.1164856376
478	0.1162719307
479	0.1161671733
480	0.1159452606
481	0.1158076905
482	0.1156970852
483	0.1155927365
484	0.1154130475
485	0.1152804553
486	0.1150070442
487	0.1149020562
488	0.114648798
489	0.1144835713
490	0.114247626
491	0.1141140906
492	0.1139637035
493	0.1138296127
494	0.1135977232
495	0.1134936259
496	0.113347043
497	0.1131149334
498	0.1129625865
499	0.1126304459
500	0.1124910417
501	0.1122282992
502	0.1120000776
503	0.1118029291
504	0.1115568916
505	0.1113771397
506	0.1111731267
507	0.11106118
508	0.1109156347
509	0.1106796265
510	0.1104352134
511	0.1103007767
512	0.110173456
513	0.1100152299
514	0.1098295568
515	0.1097050761
516	0.1096001091
517	0.1094093323
518	0.1093320532
519	0.1091925024
520	0.1090977533
521	0.1089641445
522	0.1087240701
523	0.1085400634
524	0.1084450942
525	0.1083692823
526	0.108241448
527	0.1080373198
528	0.1078956835
529	0.1075246937
530	0.1073833193
531	0.1072929089
532	0.1070803443
533	0.1069565029
534	0.1068755244
535	0.1067642484
536	0.1066422515
537	0.1065016107
538	0.1062297402
539	0.1060481648
540	0.105978075
541	0.1059063922
542	0.1057697338
543	0.1057140539
544	0.1055673033
545	0.1053115509
546	0.1049514184
547	0.1048740345
548	0.104763314
549	0.1046205458
550	0.104447019
551	0.1042854603
552	0.1041565151
553	0.1040630341
554	0.1038970318
555	0.1038222261
556	0.1037230439
557	0.1036754231
558	0.103491584
559	0.1032964476
560	0.1031424554
561	0.1029716114
562	0.1028406541
563	0.1027510297
564	0.1026227867
565	0.1025659121
566	0.1024221902
567	0.102325146
568	0.1021594582
569	0.1020266669
570	0.1018702538
571	0.1017689233
572	0.1017031617
573	0.1015608232
574	0.1013187367
575	0.101226115
576	0.1010719551
577	0.1008863763
578	0.1008062363
579	0.100767974
580	0.1006927071
581	0.1005831918
582	0.1005048018
583	0.1003893968
584	0.1002750502
585	0.1001950882
586	0.1000335086
587	0.09997814304
588	0.09982122694
589	0.09960794973
590	0.09946657537
591	0.09921042474
592	0.09897770724
593	0.09892543332
594	0.0988071253
595	0.09874723246
596	0.09862161993
597	0.0985461539
598	0.09842303559
599	0.09827211401
600	0.09817962856
601	0.09809171236
602	0.09802241902
603	0.09783183087
604	0.09775480333
605	0.09756831284
606	0.09750926888
607	0.09742613153
608	0.09737319737
609	0.09724696652
610	0.09713114225
611	0.09695703905
612	0.09692923577
613	0.09678829109
614	0.09671210195
615	0.09657235198
616	0.09646657797
617	0.09623137673
618	0.09603727781
619	0.09593408186
620	0.09587500646
621	0.09573593768
622	0.09561611008
623	0.09546856304
624	0.09534043532
625	0.09531507387
626	0.09515797961
627	0.09507573306
628	0.0948984754
629	0.09474866469
630	0.09458476895
631	0.09421774057
632	0.09410453629
633	0.09394642547
634	0.09384939173
635	0.09358709985
636	0.09334987598
637	0.09322199979
638	0.09307096293
639	0.09298035339
640	0.09293810876
641	0.09264555082
642	0.09245851538
643	0.09236586225
644	0.09226069608
645	0.0920616087
646	0.09196071834
647	0.0918741855
648	0.09179202279
649	0.09173104003
650	0.09152054001
651	0.09145933717
652	0.09125168769
653	0.09113155617
654	0.09104382861
655	0.09085589189
656	0.09074957292
657	0.09062010377
658	0.09055092571
659	0.09040365114
660	0.09028193715
661	0.09018827795
662	0.09010914394
663	0.08993846768
664	0.08981668032
665	0.08963449709
666	0.08957815694
667	0.08938952855
668	0.08926001748
669	0.08919459123
670	0.0890820891
671	0.08899780944
672	0.08895253611
673	0.08880357428
674	0.08867643168
675	0.08851143554
676	0.08842455686
677	0.08835880573
678	0.08827637054
679	0.08812577384
680	0.08799256335
681	0.08791445638
682	0.08783715636
683	0.08774560362
684	0.08759964953
685	0.08752646289
686	0.08740148964
687	0.08725800881
688	0.08703862704
689	0.08695515434
690	0.08689843691
691	0.08680362492
692	0.08662507822
693	0.08656614953
694	0.08644613329
695	0.08628050836
696	0.08608619983
697	0.0860383694
698	0.08588583391
699	0.08576729009
700	0.08563866458
701	0.08553277005
702	0.08539450824
703	0.08531542139
704	0.08519569858
705	0.08512116527
706	0.08505613725
707	0.08482758553
708	0.08470508554
709	0.08459705835
710	0.08438461429
711	0.08429769369
712	0.08419093981
713	0.08414079331
714	0.08406130298
715	0.08400803346
716	0.08392638951
717	0.0838530509
718	0.0837426238
719	0.08365127543
720	0.08357260777
721	0.08341273109
722	0.08331815489
723	0.08323260716
724	0.08311215076
725	0.08308721375
726	0.08296801494
727	0.08291558381
728	0.08288881805
729	0.08273084347
730	0.0826717209
731	0.08255396832
732	0.08245045798
733	0.08241038794
734	0.08230383318
735	0.08212374593
736	0.08208215106
737	0.08203609697
738	0.08197977779
739	0.08181159051
740	0.08170740421
741	0.08163867154
742	0.08152603317
743	0.08141135121
744	0.08118688143
745	0.08105742276
746	0.08092890729
747	0.0808466555
748	0.08075649136
749	0.08068205236
750	0.08060024597
751	0.08050890283
752	0.08045941657
753	0.08038847263
754	0.08029012366
755	0.08024438397
756	0.08019376063
757	0.08007834508
758	0.07998798182
759	0.07989969358
760	0.0797224202
761	0.07955606691
762	0.07952316515
763	0.07948042272
764	0.07944916107
765	0.07931518031
766	0.07925732581
767	0.07918594696
768	0.07915584334
769	0.07907844376
770	0.07900549815
771	0.07894356696
772	0.07891489909
773	0.0788427814
774	0.07878789797
775	0.07872657461
776	0.07866122172
777	0.07851799242
778	0.07838885339
779	0.07827040913
780	0.07815317007
781	0.0780183876
782	0.0779579498
783	0.07789686224
784	0.07779662164
785	0.07771879762
786	0.07759103146
787	0.07736219155
788	0.07733485463
789	0.07728803027
790	0.07720993377
791	0.07710553264
792	0.07707187108
793	0.07695806419
794	0.07684048454
795	0.07670892464
796	0.07666445826
797	0.07654372414
798	0.07640355498
799	0.07628579192
800	0.0762420539
801	0.07602877145
802	0.07590052846
803	0.07569224494
804	0.07560102232
805	0.0755684926
806	0.0755507553
807	0.07539607666
808	0.07529480903
809	0.0752261864
810	0.07516380981
811	0.0750604357
812	0.07498724906
813	0.07489071312
814	0.07482279264
815	0.07478281168
816	0.0747494488
817	0.07469252178
818	0.07462771384
819	0.074568214
820	0.07450989314
821	0.07446273343
822	0.07429857568
823	0.0741823689
824	0.07412236077
825	0.07405391106
826	0.07397550541
827	0.07393749992
828	0.0737749456
829	0.0736683332
830	0.0736174531
831	0.07356974843
832	0.07347211209
833	0.07340098999
834	0.07326160682
835	0.07320131574
836	0.07316299585
837	0.07304344072
838	0.07299908963
839	0.07293019976
840	0.07282936704
841	0.07277048551
842	0.07268700757
843	0.07262945699
844	0.07257954105
845	0.07255320497
846	0.07250087864
847	0.07241743738
848	0.07219920316
849	0.0721287937
850	0.07204647903
851	0.07198608315
852	0.07188924852
853	0.07181997614
854	0.07176767077
855	0.07167913102
856	0.07164289663
857	0.07153000674
858	0.07144259359
859	0.07136839039
860	0.07131577586
861	0.07122255682
862	0.07117067589
863	0.071043549
864	0.07094209273
865	0.07092189789
866	0.07073783875
867	0.07068740929
868	0.07058767696
869	0.07054874923
870	0.07047862797
871	0.07035203032
872	0.07027097849
873	0.07012621911
874	0.07004953217
875	0.07000078474
876	0.06985367261
877	0.06977875154
878	0.06973307473
879	0.06958315923
880	0.06952069356
881	0.06934113555
882	0.06927290592
883	0.06915926671
884	0.06898829701
885	0.06887835723
886	0.06871522128
887	0.06857159374
888	0.06851118214
889	0.06839639014
890	0.06833706321
891	0.06825231196
892	0.06817417354
893	0.06813377338
894	0.06806866153
895	0.06796492587
896	0.06793450261
897	0.06791046688
898	0.06788128549
899	0.06782050185
900	0.06778420459
901	0.06773060495
902	0.06766278403
903	0.06762329039
904	0.06753370264
905	0.06746186267
906	0.06738418537
907	0.06729465527
908	0.06720778182
909	0.0671541455
910	0.06708281905
911	0.06702088786
912	0.06693036216
913	0.06687876418
914	0.06684927888
915	0.06672388119
916	0.06665108754
917	0.06659200689
918	0.06650505485
919	0.06647317488
920	0.06642180223
921	0.06637236836
922	0.06632391437
923	0.06624977405
924	0.06620877654
925	0.06610967825
926	0.06608304873
927	0.06592575534
928	0.06588450631
929	0.06578722105
930	0.06576056009
931	0.06573945349
932	0.06570090304
933	0.06566331675
934	0.06562570425
935	0.06555987452
936	0.06549234181
937	0.06533722825
938	0.06529772413
939	0.06522074899
940	0.06517433858
941	0.0650981442
942	0.06504910857
943	0.06495405553
944	0.06491868051
945	0.06486461975
946	0.06477989993
947	0.06470201304
948	0.06464602921
949	0.06460955903
950	0.06451200129
951	0.06447566211
952	0.06443009534
953	0.06437349843
954	0.06425369703
955	0.06421057733
956	0.06411552953
957	0.06402598371
958	0.06388987552
959	0.06387800699
960	0.06386474987
961	0.06380117857
962	0.06377171422
963	0.06375032991
964	0.06365271453
965	0.06343143589
966	0.06337711837
967	0.06331000485
968	0.06327766901
969	0.06314325857
970	0.06310720758
971	0.0630026178
972	0.06292839365
973	0.06275388697
974	0.06268819872
975	0.0626618312
976	0.06258484557
977	0.06246584588
978	0.06243384539
979	0.062319525
980	0.06219829832
981	0.06214586195
982	0.06209410154
983	0.06199771755
984	0.0619791995
985	0.06192105157
986	0.06186404071
987	0.06179664947
988	0.06170768004
989	0.06166796632
990	0.06163350828
991	0.06159354828
992	0.06154759376
993	0.06146632184
994	0.06134887318
995	0.06121763292
996	0.06118011475
997	0.06114599731
998	0.06108995584
999	0.06105262631
